着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,4,5,ウインシュクラン,セ6,58.0,丹内,1:59.7,,6,22.3,34.6,美浦鹿戸,464(+6)
2,2,2,ホウオウスーペリア,牡4,57.0,吉田隼,1:59.7,ハナ,2,3.2,34.3,栗東吉岡,476(+10)
3,6,9,チェルノボーグ,セ5,58.0,藤岡佑,2:00.0,2,4,7.8,34.4,栗東藤原,490(-10)
4,5,7,セブンマジシャン,牡4,57.0,藤岡康,2:00.1,3/4,1,2.1,34.3,栗東高野,502(+10)
5,1,1,ディープレイヤー,牡5,58.0,佐々木,2:00.3,3/4,11,94.0,34.5,美浦大和田,494(+10)
6,4,4,アトミックフレア,牝6,56.0,泉谷,2:00.3,ハナ,8,50.9,34.7,栗東渡辺,448(-6)
7,8,12,フルール,牝4,55.0,鮫島駿,2:00.4,3/4,9,66.7,34.4,美浦上原佑,484(-6)
8,3,3,ホウオウユニコーン,牡5,58.0,浜中,2:00.4,クビ,7,37.9,35.0,美浦奥村武,470(+2)
9,7,10,ダンツエスプリ,牡5,58.0,藤懸,2:00.5,1/2,12,284.2,34.2,栗東本田,496(+14)
10,5,6,サクセスドレーク,牡5,58.0,富田,2:00.6,3/4,3,6.4,34.6,栗東野中,502(-2)
11,6,8,リアド,牡5,58.0,モリス,2:00.8,1.1/4,5,19.1,35.5,栗東友道,478(+2)
12,7,11,セグレドスペリオル,牡8,58.0,幸,2:00.9,1/2,10,86.9,35.1,栗東宮本,492(+6)
13,8,13,レヴォリオ,牡6,58.0,勝浦,2:01.5,3.1/2,13,300.8,35.9,美浦伊坂,478(-14)
